Product ID,Order created,Rental start,Rental end,Vendor ID,Customer ID
100000525,2004-10-30 11:51:51.9700000,2004-10-03 22:00:00.0000000,2004-11-18 22:59:59.0000000,2,617
100000525,2004-10-30 11:34:11.2670000,2004-10-27 22:00:00.0000000,2004-11-02 22:59:59.0000000,2,411
100000525,2004-10-30 11:34:11.2670000,2004-10-27 22:00:00.0000000,2004-11-02 22:59:59.0000000,2,411
100000525,2004-12-20 14:15:02.2500000,2004-12-19 23:00:00.0000000,2004-12-23 22:59:59.0000000,2,917
100000525,2004-12-20 14:15:02.2500000,2004-12-19 23:00:00.0000000,2004-12-23 22:59:59.0000000,2,917
100000525,2004-11-19 07:28:52.6270000,2004-11-17 23:00:00.0000000,2004-11-22 22:59:59.0000000,2,3
100000525,2004-11-19 07:28:52.6270000,2004-11-17 23:00:00.0000000,2004-11-19 22:59:59.0000000,2,3
100000525,2004-11-19 07:28:52.6270000,2004-11-17 23:00:00.0000000,2004-11-22 22:59:59.0000000,2,3
100000525,2004-11-22 11:44:43.1400000,2004-11-21 23:00:00.0000000,2004-11-23 22:59:59.0000000,2,1287
100000525,2004-10-30 11:55:35.9070000,2004-10-13 22:00:00.0000000,2004-11-04 22:59:59.0000000,2,617
100000525,2004-10-30 10:33:41.0000000,2004-10-05 22:00:00.0000000,2004-12-01 22:59:59.0000000,2,917
100000525,2005-02-01 05:42:44.8430000,2005-01-31 23:00:00.0000000,2005-03-08 22:59:59.0000000,2,918
100000525,2005-08-04 09:55:17.6400000,2005-08-03 22:00:00.0000000,2005-08-12 21:59:59.0000000,2,400
100000525,2005-03-15 08:44:34.6870000,2005-03-14 23:00:00.0000000,2005-03-17 22:59:59.0000000,8,12713
100000525,2005-04-12 10:32:03.8430000,2005-04-20 22:00:00.0000000,2005-04-21 21:59:59.0000000,8,22250
100000525,2005-04-14 13:08:33.5930000,2005-04-20 22:00:00.0000000,2005-04-21 21:59:59.0000000,8,2832
100000525,2005-03-06 18:57:58.7500000,2005-03-03 23:00:00.0000000,2005-03-16 22:59:59.0000000,8,12713
100000525,2005-03-06 18:57:58.7500000,2005-03-03 23:00:00.0000000,2005-03-20 22:59:59.0000000,8,12713
100000525,2005-03-11 08:22:36.9070000,2005-03-10 23:00:00.0000000,2005-03-25 22:59:59.0000000,8,13698
100000525,2005-03-11 08:29:12.5630000,2005-03-10 23:00:00.0000000,2005-03-21 22:59:59.0000000,8,13698
100000525,2005-03-21 14:03:48.5630000,2005-03-20 23:00:00.0000000,2005-03-29 21:59:59.0000000,8,12876
100000525,2005-04-06 09:27:59.3430000,2005-04-05 22:00:00.0000000,2005-04-07 21:59:59.0000000,8,22289
100000525,2005-04-12 10:32:03.8430000,2005-04-20 22:00:00.0000000,2005-04-23 21:59:59.0000000,8,22250
100000525,2005-04-12 10:32:03.8430000,2005-04-20 22:00:00.0000000,2005-04-23 21:59:59.0000000,8,22250
100000525,2005-04-14 13:08:33.5930000,2005-04-20 22:00:00.0000000,2005-04-21 21:59:59.0000000,8,2832
100000525,2005-07-30 06:31:50.3600000,2005-07-29 22:00:00.0000000,2005-07-31 21:59:59.0000000,8,8292
100000525,2005-07-30 06:31:50.3600000,2005-07-29 22:00:00.0000000,2005-07-31 21:59:59.0000000,8,8292
100000525,2005-11-29 07:14:34.0000000,2005-11-28 23:00:00.0000000,2005-12-08 22:59:59.0000000,8,8145
100000525,2005-12-14 14:23:13.8770000,2005-12-14 23:00:00.0000000,2005-12-15 22:59:59.0000000,8,73820
100000525,2006-01-03 10:14:19.0470000,2006-01-02 23:00:00.0000000,2006-01-15 22:59:59.0000000,8,74159
100000525,2005-12-29 11:18:06.4230000,2005-12-28 23:00:00.0000000,2006-01-05 22:59:59.0000000,2,1150
100000525,2004-10-30 12:54:46.5170000,2004-10-12 22:00:00.0000000,2005-02-28 22:59:59.0000000,2,380
100000525,2005-03-04 14:16:08.8600000,2005-03-03 23:00:00.0000000,2005-04-04 21:59:59.0000000,2,921
100000525,2005-01-19 15:56:01.9070000,2005-01-18 23:00:00.0000000,2005-03-08 22:59:59.0000000,2,918
100000525,2005-01-19 15:56:01.9070000,2005-01-18 23:00:00.0000000,2005-03-08 22:59:59.0000000,2,918
100000525,2006-01-24 11:43:24.7030000,2006-01-24 23:00:00.0000000,2006-01-25 22:59:59.0000000,2,74742
100000525,2004-11-19 07:28:52.6270000,2004-11-17 23:00:00.0000000,2004-11-19 22:59:59.0000000,2,3
100000525,2004-11-22 11:44:43.1400000,2004-11-21 23:00:00.0000000,2004-11-23 22:59:59.0000000,2,1287
100000525,2004-11-22 11:44:43.1400000,2004-11-21 23:00:00.0000000,2004-11-23 22:59:59.0000000,2,1287
100000525,2004-10-30 11:51:51.9700000,2004-10-03 22:00:00.0000000,2004-11-18 22:59:59.0000000,2,617
100000525,2004-10-30 11:51:51.9700000,2004-10-03 22:00:00.0000000,2004-11-18 22:59:59.0000000,2,617
100000525,2004-10-30 11:51:51.9700000,2004-10-03 22:00:00.0000000,2004-11-18 22:59:59.0000000,2,617
