Product ID,Order created,Rental start,Rental end,Vendor ID,Customer ID
100000183,2008-07-22 07:35:20.6270000,2008-07-21 22:00:00.0000000,2008-07-22 21:59:59.0000000,50,94171
100000183,2008-09-03 08:13:32.0000000,2008-09-02 22:00:00.0000000,2008-09-03 21:59:59.0000000,50,94171
100000183,2009-09-23 09:46:16.0230000,2009-09-20 22:00:00.0000000,2009-09-23 21:59:59.0000000,50,90790
100000183,2008-04-15 10:08:15.5300000,2008-04-14 22:00:00.0000000,2008-04-15 21:59:59.0000000,50,94171
100000183,2009-08-10 11:21:43.1100000,2009-08-09 22:00:00.0000000,2009-08-10 21:59:59.0000000,50,90790
100000183,2008-05-16 10:40:42.6400000,2008-05-15 22:00:00.0000000,2008-05-16 21:59:59.0000000,50,94171
100000183,2008-08-13 08:22:54.8430000,2008-08-12 22:00:00.0000000,2008-08-13 21:59:59.0000000,50,94171
100000183,2008-08-13 09:17:48.0000000,2008-08-12 22:00:00.0000000,2008-08-13 21:59:59.0000000,50,94171
100000183,2008-09-30 08:53:44.8270000,2008-09-29 22:00:00.0000000,2008-12-18 22:59:59.0000000,50,172013
100000183,2008-01-21 13:35:38.2670000,2008-01-20 23:00:00.0000000,2008-01-21 22:59:59.0000000,50,118295
100000183,2008-02-01 10:26:21.5470000,2008-01-31 23:00:00.0000000,2009-09-08 21:59:59.0000000,50,118684
100000183,2008-04-08 09:04:40.2500000,2008-04-07 22:00:00.0000000,2008-04-08 21:59:59.0000000,50,94171
100000183,2008-06-25 12:35:47.6100000,2008-06-24 22:00:00.0000000,2008-06-25 21:59:59.0000000,50,90790
100000183,2008-07-03 09:21:43.4700000,2008-07-02 22:00:00.0000000,2008-07-03 21:59:59.0000000,50,77664
100000183,2008-09-30 09:03:15.1570000,2008-09-29 22:00:00.0000000,2008-10-10 21:59:59.0000000,50,172015
100000183,2009-03-03 12:04:15.1730000,2009-03-02 23:00:00.0000000,2009-03-03 22:59:59.0000000,50,94171
100000183,2015-08-30 11:03:57.0286096,2015-08-02 22:00:00.0000000,2015-09-19 21:59:59.0000000,50,103281
100000183,2008-01-02 09:54:33.6400000,2008-01-01 23:00:00.0000000,2008-01-02 22:59:59.0000000,50,117536
100000183,2008-02-14 22:51:45.3130000,2008-02-13 23:00:00.0000000,2009-05-01 21:59:59.0000000,50,90790
100000183,2018-09-05 09:47:27.1018291,2018-09-04 22:00:00.0000000,2018-09-05 21:59:59.0000000,50,320236
