Product ID,Order created,Rental start,Rental end,Vendor ID,Customer ID
100001139,2009-11-09 10:34:22.5370000,2009-11-08 23:00:00.0000000,2010-05-09 21:59:59.0000000,144,184514
100001139,2009-11-09 10:42:02.7800000,2009-11-08 23:00:00.0000000,2010-05-09 21:59:59.0000000,144,184514
100001139,2010-01-12 09:35:57.3200000,2010-01-11 23:00:00.0000000,2010-04-09 21:59:59.0000000,144,184514
100001139,2011-02-23 10:39:24.4070000,2011-08-07 22:00:00.0000000,2012-03-13 22:59:59.0000000,144,184514
100001139,2009-08-26 09:04:53.2000000,2009-08-25 22:00:00.0000000,2009-08-26 21:59:59.0000000,144,184513
100001139,2009-08-26 09:00:30.2670000,2009-08-25 22:00:00.0000000,2009-11-15 22:59:59.0000000,144,184514
100001139,2009-11-06 07:59:15.7400000,2009-11-05 23:00:00.0000000,2010-05-06 21:59:59.0000000,144,184514
100001139,2009-11-09 14:19:02.9500000,2009-11-08 23:00:00.0000000,2010-05-09 21:59:59.0000000,144,184514
100001139,2009-11-16 09:59:14.1170000,2009-11-15 23:00:00.0000000,2010-05-16 21:59:59.0000000,144,184516
100001139,2009-11-16 09:58:00.5400000,2009-11-15 23:00:00.0000000,2010-01-12 22:59:59.0000000,144,184516
100001143,2006-03-08 14:00:11.2030000,2006-03-07 23:00:00.0000000,2006-03-08 22:59:59.0000000,39,29143
100001143,2006-12-11 12:19:42.7970000,2006-11-21 23:00:00.0000000,2006-12-13 22:59:59.0000000,39,28725
100001143,2005-09-29 10:50:57.0470000,2005-09-28 22:00:00.0000000,2005-09-29 21:59:59.0000000,39,29241
100001143,2005-10-05 10:01:46.4530000,2005-10-05 22:00:00.0000000,2005-10-06 21:59:59.0000000,39,28042
100001143,2005-10-12 09:05:28.9830000,2005-10-12 22:00:00.0000000,2005-10-17 21:59:59.0000000,39,28834
100001143,2005-10-31 10:23:54.8130000,2005-10-30 23:00:00.0000000,2005-10-31 22:59:59.0000000,39,29241
100001143,2005-11-10 09:11:29.4370000,2005-11-09 23:00:00.0000000,2005-11-10 22:59:59.0000000,39,28834
100001143,2005-12-15 08:28:43.5630000,2005-12-14 23:00:00.0000000,2005-12-15 22:59:59.0000000,39,73828
100001143,2005-06-12 14:31:26.0930000,2005-05-31 22:00:00.0000000,2005-09-13 21:59:59.0000000,39,29241
100001143,2005-10-06 13:08:02.6400000,2005-10-05 22:00:00.0000000,2005-10-06 21:59:59.0000000,39,29241
100001143,2005-10-17 10:57:12.8600000,2005-10-17 22:00:00.0000000,2005-10-18 21:59:59.0000000,39,28725
100001143,2005-11-18 06:34:12.5930000,2005-11-17 23:00:00.0000000,2005-12-05 22:59:59.0000000,39,28445
100001143,2006-03-30 09:24:18.2330000,2006-03-07 23:00:00.0000000,2006-06-02 21:59:59.0000000,39,27862
100001143,2006-08-08 11:04:22.0170000,2006-08-07 22:00:00.0000000,2006-08-21 21:59:59.0000000,39,28065
100001143,2006-08-25 07:58:39.1100000,2006-08-27 22:00:00.0000000,2006-09-15 21:59:59.0000000,39,88008
100001143,2006-09-27 11:24:39.1870000,2006-09-26 22:00:00.0000000,2006-09-27 21:59:59.0000000,39,90698
100001143,2006-11-22 09:34:25.7970000,2006-11-21 23:00:00.0000000,2006-11-30 22:59:59.0000000,39,28725
100001143,2006-12-31 12:19:06.0630000,2006-12-27 23:00:00.0000000,2007-01-08 22:59:59.0000000,39,35159
100001143,2007-06-18 08:06:28.7670000,2007-06-18 22:00:00.0000000,2007-07-03 21:59:59.0000000,39,27826
100001143,2007-08-28 05:23:24.8130000,2007-08-27 22:00:00.0000000,2007-09-17 21:59:59.0000000,39,28197
100001143,2007-09-20 07:16:40.8130000,2007-09-19 22:00:00.0000000,2007-09-20 21:59:59.0000000,39,27816
100001143,2007-10-10 07:59:27.2030000,2007-10-01 22:00:00.0000000,2007-10-09 21:59:59.0000000,39,29224
100001143,2007-11-20 14:58:37.9370000,2007-11-20 23:00:00.0000000,2008-02-07 22:59:59.0000000,39,28725
100001143,2008-07-07 11:30:27.7330000,2008-07-07 22:00:00.0000000,2008-07-08 21:59:59.0000000,39,28467
100001143,2008-07-28 12:37:50.7800000,2008-07-28 22:00:00.0000000,2008-07-30 21:59:59.0000000,39,29216
100001143,2012-02-02 10:35:21.0630000,2012-02-12 23:00:00.0000000,2012-02-20 22:59:59.0000000,39,242039
100001143,2012-09-25 09:08:26.4730000,2012-09-25 22:00:00.0000000,2012-10-01 21:59:59.0000000,39,110183
100001143,2017-07-03 13:49:28.4165175,2017-07-02 22:00:00.0000000,2017-07-03 21:59:59.0000000,39,28707
100001143,2006-01-24 13:11:13.6400000,2006-01-24 23:00:00.0000000,2006-01-28 22:59:59.0000000,39,74223
100001143,2006-11-16 08:24:49.6730000,2006-11-19 23:00:00.0000000,2006-11-21 22:59:59.0000000,39,29222
100001143,2006-12-14 13:02:17.3600000,2006-12-14 23:00:00.0000000,2006-12-18 22:59:59.0000000,39,52189
100001143,2007-03-13 08:30:54.8270000,2007-03-05 23:00:00.0000000,2007-04-12 21:59:59.0000000,39,28834
100001143,2007-07-30 11:51:17.0630000,2007-07-30 22:00:00.0000000,2007-07-31 21:59:59.0000000,39,28834
100001143,2007-09-27 09:51:20.4830000,2007-09-27 22:00:00.0000000,2007-09-28 21:59:59.0000000,39,29217
100001143,2007-10-08 05:50:13.1270000,2007-10-05 22:00:00.0000000,2007-10-06 21:59:59.0000000,39,29224
100001143,2007-10-26 06:32:53.9230000,2007-10-25 22:00:00.0000000,2007-10-26 21:59:59.0000000,39,29224
100001143,2008-04-01 14:40:31.9370000,2008-03-31 22:00:00.0000000,2008-04-01 21:59:59.0000000,39,37266
100001143,2011-06-30 06:36:17.6600000,2011-06-29 22:00:00.0000000,2011-07-11 21:59:59.0000000,39,188089
100001143,2011-10-10 08:11:35.7800000,2011-10-10 22:00:00.0000000,2011-10-25 21:59:59.0000000,39,188089
100001143,2014-07-08 06:02:32.7230000,2014-06-29 22:00:00.0000000,2014-06-30 21:59:59.0000000,39,28707
100001143,2007-10-01 05:36:13.1730000,2007-09-30 22:00:00.0000000,2007-10-04 21:59:59.0000000,39,29224
100001143,2007-10-22 12:59:47.7970000,2007-10-21 22:00:00.0000000,2007-10-23 21:59:59.0000000,39,29224
100001143,2005-11-07 06:49:59.8430000,2005-11-06 23:00:00.0000000,2005-11-07 22:59:59.0000000,39,29241
100001143,2007-07-04 11:09:09.5470000,2007-07-03 22:00:00.0000000,2007-07-06 21:59:59.0000000,39,29095
100001143,2007-08-06 13:22:33.0630000,2007-08-06 22:00:00.0000000,2007-08-15 21:59:59.0000000,39,52189
100001143,2007-05-31 08:22:59.0300000,2007-05-13 22:00:00.0000000,2007-05-23 21:59:59.0000000,79,100803
100001144,2020-02-10 12:00:20.6204834,2020-02-09 23:00:00.0000000,2020-02-13 22:59:59.0000000,281,1526390
100001144,2020-02-11 10:16:55.2487631,2020-02-12 23:00:00.0000000,2020-02-13 22:59:59.0000000,281,1526511
100001144,2008-10-28 08:24:03.0000000,2008-11-03 23:00:00.0000000,2008-11-06 22:59:59.0000000,79,162189
100001144,2009-04-08 13:22:25.4070000,2009-04-13 22:00:00.0000000,2009-04-15 21:59:59.0000000,110,162133
100001144,2008-11-01 17:12:50.0630000,2008-10-28 23:00:00.0000000,2008-10-31 22:59:59.0000000,79,173023
100001144,2009-01-05 08:03:25.4530000,2009-01-05 23:00:00.0000000,2009-02-19 22:59:59.0000000,79,98842
100001144,2009-07-14 05:44:50.4370000,2009-07-13 22:00:00.0000000,2009-07-15 21:59:59.0000000,79,98842
100001144,2007-06-08 09:31:04.5300000,2007-06-07 22:00:00.0000000,2007-06-08 21:59:59.0000000,79,100940
100001144,2008-10-15 12:08:23.6730000,2008-10-08 22:00:00.0000000,2008-10-10 21:59:59.0000000,110,164355
100001144,2009-01-21 13:25:27.2800000,2009-01-18 23:00:00.0000000,2009-01-27 22:59:59.0000000,110,162133
100001144,2009-01-05 08:03:25.4530000,2009-02-01 23:00:00.0000000,2009-02-03 22:59:59.0000000,79,98842
100001144,2009-03-16 08:28:24.3130000,2008-10-08 22:00:00.0000000,2008-10-10 21:59:59.0000000,110,162133
100001144,2008-07-16 08:50:35.2200000,2008-07-18 22:00:00.0000000,2008-07-19 21:59:59.0000000,76,113239
100001144,2007-04-25 05:32:29.5470000,2007-04-23 22:00:00.0000000,2007-04-27 21:59:59.0000000,79,101380
100001144,2007-06-28 06:58:48.6270000,2007-07-17 22:00:00.0000000,2007-07-26 21:59:59.0000000,79,101380
100001144,2007-06-07 08:13:22.5470000,2007-07-05 22:00:00.0000000,2007-07-06 21:59:59.0000000,79,98294
100001144,2009-07-28 06:53:05.2330000,2009-07-27 22:00:00.0000000,2009-08-25 21:59:59.0000000,79,172442
100001144,2007-07-02 06:22:34.1730000,2007-07-01 22:00:00.0000000,2007-07-02 21:59:59.0000000,39,28398
100001144,2007-09-11 10:53:55.1870000,2007-09-13 22:00:00.0000000,2007-09-15 21:59:59.0000000,39,112018
100001144,2009-06-15 11:50:06.7330000,2009-06-15 22:00:00.0000000,2009-06-16 21:59:59.0000000,39,28834
100001144,2010-10-27 10:40:40.7130000,2010-10-27 22:00:00.0000000,2010-10-28 21:59:59.0000000,39,29212
100001144,2010-11-16 08:40:25.4870000,2010-11-15 23:00:00.0000000,2010-11-30 22:59:59.0000000,39,187885
100001144,2010-12-10 10:18:27.9200000,2010-12-12 23:00:00.0000000,2010-12-20 22:59:59.0000000,39,198831
100001144,2011-01-26 06:35:04.9700000,2011-01-25 23:00:00.0000000,2011-01-26 22:59:59.0000000,39,35911
100001144,2011-07-01 05:10:20.0300000,2011-06-30 22:00:00.0000000,2011-07-04 21:59:59.0000000,39,185979
100001144,2011-08-24 14:08:01.0730000,2011-08-24 22:00:00.0000000,2011-08-25 21:59:59.0000000,39,29221
100001144,2011-10-07 12:39:53.9000000,2011-10-06 22:00:00.0000000,2011-10-07 21:59:59.0000000,39,28467
100001144,2011-11-24 06:54:07.1970000,2011-11-23 23:00:00.0000000,2011-12-15 22:59:59.0000000,39,27889
100001144,2012-01-06 08:40:57.2330000,2012-01-05 23:00:00.0000000,2012-01-06 22:59:59.0000000,39,28976
100001144,2006-09-11 14:07:05.5930000,2006-09-11 22:00:00.0000000,2006-09-19 21:59:59.0000000,39,28445
100001144,2010-06-03 07:26:10.4770000,2010-06-03 22:00:00.0000000,2010-06-04 21:59:59.0000000,39,41444
100001144,2011-04-19 13:30:55.0930000,2011-04-18 22:00:00.0000000,2011-04-19 21:59:59.0000000,39,35911
